Latitude,Longitude,Name,State,Country
19.75,79.75,Gondpipri,Maharashtra,IN
19.75,80.25,Etapalli,Maharashtra,IN
19.75,80.5,Etapalli,Maharashtra,IN
19.75,81.0,Orchha Tahsil,Chhattisgarh,IN
19.75,80.75,Orchha Tahsil,Chhattisgarh,IN
19.75,81.25,Narayanpur Tahsil,Chhattisgarh,IN
19.75,81.75,Kondagaon,Chhattisgarh,IN
19.75,81.5,Kondagaon,Chhattisgarh,IN
19.75,82.0,Kondagaon,Chhattisgarh,IN
19.75,82.25,Umarkote,Odisha,IN
19.75,82.5,Jharigan,Odisha,IN
19.75,83.0,Junagarh,Odisha,IN
19.75,85.25,Balugaon,Odisha,IN
19.75,83.25,Sadar,Odisha,IN
19.75,83.5,Ambadala,Odisha,IN
19.75,82.75,Kokasara,Odisha,IN
19.75,84.0,Brahmanigaon,Odisha,IN
20.0,72.75,Dahanu,Maharashtra,IN
20.0,73.0,Dahanu,Maharashtra,IN
19.75,83.75,Kotagarh,Odisha,IN
19.75,84.5,Surada,Odisha,IN
19.75,85.0,Polasara,Odisha,IN
19.75,84.25,Badagada,Odisha,IN
19.75,85.5,Krushna Prasad,Odisha,IN
19.75,84.75,Buguda,Odisha,IN
20.0,73.75,Nashik,Maharashtra,IN
20.0,74.0,Niphad,Maharashtra,IN
20.0,75.25,Khuldabad,Maharashtra,IN
20.0,74.5,Yevla,Maharashtra,IN
20.0,75.5,Chhatrapati Sambhajinagar,Maharashtra,IN
20.0,73.25,Jawhar,Maharashtra,IN
20.0,73.5,Trimbakeshwar,Maharashtra,IN
20.0,75.0,Gangapur,Maharashtra,IN
20.0,74.75,Vaijapur,Maharashtra,IN
20.0,74.25,Niphad,Maharashtra,IN
20.0,75.75,Badnapur,Maharashtra,IN
20.0,76.0,Deulgaon Raja,Maharashtra,IN
20.0,76.25,Sindkhed Raja,Maharashtra,IN
20.0,76.5,Lonar,Maharashtra,IN
20.0,76.75,Risod,Maharashtra,IN
20.0,77.0,Sengaon,Maharashtra,IN
20.0,77.25,Washim,Maharashtra,IN
20.0,77.75,Mahagaon,Maharashtra,IN
20.0,78.25,Ghatanji,Maharashtra,IN
20.0,77.5,Pusad,Maharashtra,IN
20.0,78.0,Arni,Maharashtra,IN
20.0,78.5,Kelapur,Maharashtra,IN
20.0,79.5,Chandrapur,Maharashtra,IN
20.0,78.75,Zari-Jamani,Maharashtra,IN
20.0,79.0,Wani,Maharashtra,IN
20.0,79.25,Chandrapur,Maharashtra,IN
20.0,80.25,Gadchiroli,Maharashtra,IN
20.0,80.5,Etapalli,Maharashtra,IN
20.0,79.75,Mul,Maharashtra,IN
20.0,80.0,Chamorshi,Maharashtra,IN
20.0,80.75,Pakhanjur Tahsil,Chhattisgarh,IN
20.0,81.75,Kondagaon,Chhattisgarh,IN
20.0,83.75,Tumudibandha,Odisha,IN
20.0,85.75,Delanga,Odisha,IN
20.25,72.75,Umbergaon Taluka,Gujarat,IN
20.0,84.5,Bhanjanagar,Odisha,IN
20.0,84.75,Jagannath Prasad,Odisha,IN
20.0,81.0,Pakhanjur Tahsil,Chhattisgarh,IN
20.0,83.5,Narala,Odisha,IN
20.0,82.0,Raighar,Odisha,IN
20.0,83.25,Sadar,Odisha,IN
20.0,86.0,Nimapada,Odisha,IN
20.0,81.25,Antagarh Tahsil,Chhattisgarh,IN
20.0,84.25,Raikia,Odisha,IN
20.0,82.25,Mainpur Tahsil,Chhattisgarh,IN
20.0,82.75,Golamunda,Odisha,IN
20.0,82.5,Mainpur Tahsil,Chhattisgarh,IN
20.0,84.0,Baliguda,Odisha,IN
20.0,85.25,Ranapur,Odisha,IN
20.0,81.5,Kondagaon,Chhattisgarh,IN
20.0,85.5,Nirakarpur,Odisha,IN
20.0,86.25,Kakatpur,Odisha,IN
20.25,73.0,Silvassa,Dadra and Nagar Haveli and Daman and Diu,IN
20.0,85.0,Odagaon,Odisha,IN
20.25,73.25,Kaparada Taluka,Gujarat,IN
20.25,73.5,Peint,Maharashtra,IN
20.25,74.25,Chandvad,Maharashtra,IN
20.0,83.0,Kegaon,Odisha,IN
20.25,74.0,Chandvad,Maharashtra,IN
20.25,73.75,Dindori,Maharashtra,IN
20.25,75.0,Kannad,Maharashtra,IN
20.25,74.5,Nandgaon,Maharashtra,IN
20.25,74.75,Nandgaon,Maharashtra,IN
20.25,75.25,Kannad,Maharashtra,IN
20.25,75.75,Bhokardan,Maharashtra,IN
20.25,75.5,Sillod,Maharashtra,IN
20.25,76.0,Jafferabad,Maharashtra,IN
20.25,76.25,Chikhli,Maharashtra,IN
20.25,77.25,Mangrulpir,Maharashtra,IN
20.25,76.5,Mehkar,Maharashtra,IN
20.25,76.75,Mehkar,Maharashtra,IN
20.25,77.0,Malegaon,Maharashtra,IN
20.25,78.0,Yavatmal,Maharashtra,IN
20.25,78.5,Kelapur,Maharashtra,IN
20.25,78.75,Ralegaon,Maharashtra,IN
20.25,79.0,Warora,Maharashtra,IN
20.25,77.75,Darwha,Maharashtra,IN
20.25,77.5,Manora,Maharashtra,IN
20.25,78.25,Yavatmal,Maharashtra,IN
20.25,79.25,Bhadravati,Maharashtra,IN
20.5,73.5,Surgana,Maharashtra,IN
20.25,79.5,Sindewahi,Maharashtra,IN
20.5,74.5,Malegaon,Maharashtra,IN
20.5,75.5,Sillod,Maharashtra,IN
20.25,82.75,Khariar,Odisha,IN
20.25,83.5,Madanpur Rampur,Odisha,IN
20.25,85.75,Tamando,Odisha,IN
20.25,80.5,Mohla Manpur Ambagarh Chouki Tahsil,Chhattisgarh,IN
20.25,80.0,Gadchiroli,Maharashtra,IN
20.25,80.25,Dhanora,Maharashtra,IN
20.25,85.25,Fategarh,Odisha,IN
20.25,86.25,Tirtol,Odisha,IN
20.25,85.5,Khordha,Odisha,IN
20.5,72.75,Daman,Dadra and Nagar Haveli and Daman and Diu,IN
20.25,84.75,Dasapalla,Odisha,IN
20.25,85.0,Nayagarh Sadar,Odisha,IN
20.25,81.25,Bhanupratappur Tahsil,Chhattisgarh,IN
20.25,84.25,Tikabali,Odisha,IN
20.25,86.5,Kujang,Odisha,IN
20.25,83.75,Baliguda,Odisha,IN
20.25,86.0,Gobindpur,Odisha,IN
20.25,83.0,Sindhekela,Odisha,IN
20.25,79.75,Sindewahi,Maharashtra,IN
20.25,80.75,Durgkondal Tahsil,Chhattisgarh,IN
20.25,82.5,Boden,Odisha,IN
20.25,83.25,Kesinga,Odisha,IN
20.25,81.0,Bhanupratappur Tahsil,Chhattisgarh,IN
20.25,82.25,Mainpur Tahsil,Chhattisgarh,IN
20.25,81.5,Kanker Tahsil,Chhattisgarh,IN
20.25,84.0,Baliguda,Odisha,IN
20.25,81.75,Narharpur Tahsil,Chhattisgarh,IN
20.25,84.5,Chakapada,Odisha,IN
20.25,82.0,Nagri Tahsil,Chhattisgarh,IN
20.5,76.5,Khamgaon,Maharashtra,IN
20.5,77.5,Karanja,Maharashtra,IN
20.5,73.0,Pardi Taluka,Gujarat,IN
20.5,73.25,Dharampur Taluka,Gujarat,IN
20.5,73.75,Surgana,Maharashtra,IN
20.5,74.0,Kalwan,Maharashtra,IN
20.5,74.25,Deola,Maharashtra,IN
20.5,78.5,Kalamb,Maharashtra,IN
20.5,74.75,Nandgaon,Maharashtra,IN
20.5,75.0,Chalisgaon,Maharashtra,IN
20.5,75.75,Sillod,Maharashtra,IN
20.5,75.25,Soegaon,Maharashtra,IN
20.5,76.75,Patur,Maharashtra,IN
20.5,76.25,Buldhana,Maharashtra,IN
20.5,76.0,Buldhana,Maharashtra,IN
20.5,79.5,Chimur Taluka,Maharashtra,IN
20.5,80.5,Korchi,Maharashtra,IN
20.5,82.5,Komna,Odisha,IN
20.5,84.5,Puruna Katak,Odisha,IN
20.5,83.5,Tushura,Odisha,IN
20.5,81.5,Charama Tahsil,Chhattisgarh,IN
20.5,77.25,Barshitakli,Maharashtra,IN
20.5,85.5,Tigiria,Odisha,IN
20.5,77.0,Patur,Maharashtra,IN
20.5,86.5,Kendrapara Sadar,Odisha,IN
20.5,77.75,Ner,Maharashtra,IN
20.5,78.25,Babulgaon,Maharashtra,IN
20.5,78.0,Yavatmal,Maharashtra,IN
20.5,78.75,Hinganghat,Maharashtra,IN
20.5,82.0,Nagri Tahsil,Chhattisgarh,IN
20.5,81.25,Dondi Tahsil,Chhattisgarh,IN
20.5,83.75,Kantamal,Odisha,IN
20.5,79.0,Samudrapur,Maharashtra,IN
20.5,80.0,Armori,Maharashtra,IN
20.5,79.25,Chimur Taluka,Maharashtra,IN
20.5,82.25,Bindranavagarh(Gariyaband) Tahsil,Chhattisgarh,IN
20.5,80.25,Kurkheda,Maharashtra,IN
20.5,81.0,Dondi Tahsil,Chhattisgarh,IN
20.5,86.0,Jagatpur,Odisha,IN
20.5,83.0,Belpara,Odisha,IN
20.5,79.75,Nagbhir Taluka,Maharashtra,IN
20.5,80.75,Mohla Tahsil,Chhattisgarh,IN
20.5,82.75,Turekela,Odisha,IN
20.5,84.0,Gochhapada,Odisha,IN
20.5,85.75,Choudwar,Odisha,IN
20.5,81.75,Nagri Tahsil,Chhattisgarh,IN
20.5,85.0,Narasinghpur,Odisha,IN
20.5,85.25,Kanpur,Odisha,IN
20.5,84.25,Khajuripada,Odisha,IN
20.5,84.75,Gania,Odisha,IN
20.5,83.25,Saintala,Odisha,IN
20.5,86.25,Nischintakoili,Odisha,IN
20.75,70.75,Kodinar Taluka,Gujarat,IN
20.75,72.75,Valsad,Gujarat,IN
20.75,73.0,Gandevi Taluka,Gujarat,IN
20.5,86.75,Mahakalapada,Odisha,IN
20.75,71.0,Una Taluka,Gujarat,IN
20.75,73.25,Bansda Taluka,Gujarat,IN
20.75,73.5,Vaghai Taluka,Gujarat,IN
20.75,73.75,Ahava Taluka,Gujarat,IN
20.75,74.0,Baglan,Maharashtra,IN
20.75,74.25,Baglan,Maharashtra,IN
20.75,78.0,Chandur Railway,Maharashtra,IN
20.75,74.75,Dhule,Maharashtra,IN
20.75,74.5,Malegaon,Maharashtra,IN
20.75,77.0,Akola,Maharashtra,IN
20.75,77.25,Akola,Maharashtra,IN
20.75,75.5,Pachora,Maharashtra,IN
20.75,75.0,Parola,Maharashtra,IN
20.75,75.25,Bhadgaon,Maharashtra,IN
20.75,76.75,Shegaon,Maharashtra,IN
20.75,78.25,Dhamangaon Railway,Maharashtra,IN
20.75,75.75,Jamner,Maharashtra,IN
20.75,77.5,Murtijapur,Maharashtra,IN
20.75,76.25,Nandura,Maharashtra,IN
20.75,77.75,Nandgaon-Khandeshwar,Maharashtra,IN
20.75,76.0,Motala,Maharashtra,IN
20.75,76.5,Khamgaon,Maharashtra,IN
20.75,78.5,Wardha,Maharashtra,IN
20.75,84.75,Purunakot,Odisha,IN
20.75,79.75,Lakhandur Taluka,Maharashtra,IN
20.75,80.25,Arjuni Morgaon Taluka,Maharashtra,IN
20.75,83.75,Tarbha,Odisha,IN
20.75,85.5,Dhenkanal Sadar,Odisha,IN
20.75,81.25,Balod Tahsil,Chhattisgarh,IN
20.75,81.0,Dondi Luhara Tahsil,Chhattisgarh,IN
20.75,81.5,Dhamtari Tahsil,Chhattisgarh,IN
20.75,81.75,Dhamtari Tahsil,Chhattisgarh,IN
20.75,78.75,Seloo,Maharashtra,IN
20.75,82.75,Khaprakhol,Odisha,IN
20.75,85.25,Bhusan Steel Limited,Odisha,IN
20.75,86.0,Nihalprasad,Odisha,IN
20.75,79.0,Umred,Maharashtra,IN
20.75,82.5,Nuapada,Odisha,IN
20.75,80.0,Arjuni Morgaon Taluka,Maharashtra,IN
20.75,83.25,Balangir,Odisha,IN
20.75,84.25,Baudh Sadar,Odisha,IN
20.75,79.5,Bhiwapur Taluka,Maharashtra,IN
20.75,80.5,Korchi,Maharashtra,IN
20.75,80.75,Mohla Manpur Ambagarh Chouki Tahsil,Chhattisgarh,IN
20.75,84.0,Manamunda,Odisha,IN
20.75,85.0,Bantala,Odisha,IN
20.75,79.25,Bhiwapur Taluka,Maharashtra,IN
20.75,83.0,Patnagarh,Odisha,IN
20.75,84.5,Athmallik,Odisha,IN
20.75,82.0,Chhura Tahsil,Chhattisgarh,IN
20.75,83.5,Balangir,Odisha,IN
20.75,82.25,Chhura Tahsil,Chhattisgarh,IN
20.75,85.75,Gandia,Odisha,IN
20.75,86.25,Jajpur Sadar,Odisha,IN
20.75,86.5,Binjharpur,Odisha,IN
20.75,86.75,Rajkanika,Odisha,IN
21.0,73.25,Valod Taluka,Gujarat,IN
21.0,70.5,Talala Taluka,Gujarat,IN
21.0,74.5,Dhule,Maharashtra,IN
21.0,74.0,Sakri,Maharashtra,IN
21.0,70.0,Junagadh,Gujarat,IN
21.0,72.75,Jalalpore Taluka,Gujarat,IN
20.75,87.0,Rajnagar,Odisha,IN
21.0,71.25,Khambha Taluka,Gujarat,IN
21.0,71.0,Una Taluka,Gujarat,IN
21.0,70.75,Talala Taluka,Gujarat,IN
21.0,73.0,Navsari,Gujarat,IN
21.0,73.75,Subir Taluka,Gujarat,IN
21.0,70.25,Veraval,Gujarat,IN
21.0,71.5,Rajula Taluka,Gujarat,IN
21.0,74.25,Sakri,Maharashtra,IN
21.0,73.5,Vyara Taluka,Gujarat,IN
21.0,74.75,Dhule,Maharashtra,IN
21.0,76.0,Muktainagar (Edlabad),Maharashtra,IN
21.0,75.25,Dharangaon,Maharashtra,IN
21.0,77.25,Daryapur,Maharashtra,IN
21.0,75.5,Erandol,Maharashtra,IN
21.0,75.75,Bhusawal,Maharashtra,IN
21.0,75.0,Amalner,Maharashtra,IN
21.0,80.25,Sadak-Arjuni Taluka,Maharashtra,IN
21.0,82.25,Bagbahra Tahsil,Chhattisgarh,IN
21.0,77.0,Akot,Maharashtra,IN
21.0,76.5,Jalgaon Jamod,Maharashtra,IN
21.0,78.0,Teosa,Maharashtra,IN
21.0,78.75,Hingna,Maharashtra,IN
21.0,82.0,Rajim Tahsil,Chhattisgarh,IN
21.0,81.25,Gunderdehi Tahsil,Chhattisgarh,IN
21.0,79.0,Hingna,Maharashtra,IN
21.0,76.25,Muktainagar (Edlabad),Maharashtra,IN
21.0,76.75,Sangrampur,Maharashtra,IN
21.0,79.75,Pauni Taluka,Maharashtra,IN
21.0,77.5,Daryapur,Maharashtra,IN
21.0,77.75,Amravati,Maharashtra,IN
21.0,79.5,Kuhi Taluka,Maharashtra,IN
21.0,80.75,Dongargaon Tahsil,Chhattisgarh,IN
21.0,82.5,Bagbahra Tahsil,Chhattisgarh,IN
21.0,83.0,Paikamal,Odisha,IN
21.0,82.75,Jharbandha,Odisha,IN
21.0,78.25,Arvi,Maharashtra,IN
21.0,79.25,Kuhi Taluka,Maharashtra,IN
21.0,80.0,Sakoli Taluka,Maharashtra,IN
21.0,78.5,Karanja,Maharashtra,IN
21.0,81.0,Dondi Luhara Tahsil,Chhattisgarh,IN
21.0,80.5,Chhuriya Tahsil,Chhattisgarh,IN
21.0,81.5,Patan Tahsil,Chhattisgarh,IN
21.0,81.75,Kurud Tahsil,Chhattisgarh,IN
21.0,83.5,Dunguripali,Odisha,IN
21.0,83.25,Gaisilet,Odisha,IN
21.0,83.75,Binika,Odisha,IN
21.0,85.5,Kankadahad,Odisha,IN
21.0,84.25,Rairakhol,Odisha,IN
21.0,84.75,Handapa,Odisha,IN
21.0,84.0,Biramaharajpur,Odisha,IN
21.0,85.0,Kaniha,Odisha,IN
21.0,86.0,Kalinganagar,Odisha,IN
21.0,86.25,Korai,Odisha,IN
21.0,85.75,Kaliapani,Odisha,IN
21.0,85.25,Talcher Sadar,Odisha,IN
21.0,86.5,Bhadrak,Odisha,IN
21.0,86.75,Naikanidihi,Odisha,IN
21.0,84.5,Kishorenagar,Odisha,IN
21.25,70.0,Porbandar Taluka,Gujarat,IN
21.25,69.75,Junagadh,Gujarat,IN
21.25,70.25,Keshhod Taluka,Gujarat,IN
21.25,76.5,Khaknar Tahsil,Madhya Pradesh,IN
21.25,71.0,Dhari Taluka,Gujarat,IN
21.25,76.75,Dharni,Maharashtra,IN
21.25,71.25,Khambha Taluka,Gujarat,IN
21.25,78.0,Morshi,Maharashtra,IN
21.25,77.25,Chikhaldara,Maharashtra,IN
21.25,77.75,Chandurbazar,Maharashtra,IN
21.25,70.5,Mendarda Taluka,Gujarat,IN
21.25,75.25,Chopda,Maharashtra,IN
21.25,72.75,Chorasi Taluka,Gujarat,IN
21.25,71.5,Savar Kundla Taluka,Gujarat,IN
21.25,74.5,Sindkhede,Maharashtra,IN
21.25,77.5,Achalpur,Maharashtra,IN
21.25,77.0,Chikhaldara,Maharashtra,IN
21.25,74.75,Sindkhede,Maharashtra,IN
21.25,72.0,Talaja Taluka,Gujarat,IN
21.25,73.75,Uchchhal Taluka,Gujarat,IN
21.25,70.75,Visavadar Taluka,Gujarat,IN
21.25,75.5,Chopda,Maharashtra,IN
21.25,78.25,Ashti,Maharashtra,IN
21.25,76.25,Burhanpur Tahsil,Madhya Pradesh,IN
21.25,75.0,Shirpur,Maharashtra,IN
21.25,78.5,Katol,Maharashtra,IN
21.25,72.5,India,,IN
21.25,73.5,Songadh Taluka,Gujarat,IN
21.25,73.25,Mandvi Taluka,Gujarat,IN
21.25,71.75,Mahuva Taluka,Gujarat,IN
21.25,73.0,Kamrej Taluka,Gujarat,IN
21.25,75.75,Yawal,Maharashtra,IN
21.25,74.0,Nawapur,Maharashtra,IN
21.25,76.0,Raver,Maharashtra,IN
21.25,74.25,Nandurbar,Maharashtra,IN
21.25,78.75,Katol,Maharashtra,IN
21.25,79.0,Nagpur Rural Taluka,Maharashtra,IN
21.25,79.25,Parseoni,Maharashtra,IN
21.25,80.0,Tiroda Taluka,Maharashtra,IN
21.25,79.75,Mohadi Taluka,Maharashtra,IN
21.25,79.5,Mauda Taluka,Maharashtra,IN
21.25,82.5,Pithora Tahsil,Chhattisgarh,IN
21.25,81.0,Khairagarh Tahsil,Chhattisgarh,IN
21.25,80.25,Goregaon Taluka,Maharashtra,IN
21.25,81.5,Dhamdha Tahsil,Chhattisgarh,IN
21.25,81.25,Durg,Chhattisgarh,IN
21.25,80.75,Dongargarh Tahsil,Chhattisgarh,IN
21.25,80.5,Salekasa Taluka,Maharashtra,IN
21.25,82.75,Pithora Tahsil,Chhattisgarh,IN
21.25,82.25,Mahasamund Tahsil,Chhattisgarh,IN
21.25,82.0,Arang Tahsil,Chhattisgarh,IN
21.25,81.75,Raipur,Chhattisgarh,IN
21.5,69.5,India,,IN
21.5,73.5,Dediapada Taluka,Gujarat,IN
21.5,70.5,Junagadh Taluka,Gujarat,IN
21.5,71.5,Gariadhar Taluka,Gujarat,IN
21.5,72.5,Bharūch,Gujarat,IN
21.25,83.0,Saraipali Tahsil,Chhattisgarh,IN
21.5,74.5,Shahade,Maharashtra,IN
21.25,85.0,Rengali Damsite,Odisha,IN
21.5,71.25,Amreli,Gujarat,IN
21.5,70.25,Vanthali Taluka,Gujarat,IN
21.5,73.75,Sagbara Taluka,Gujarat,IN
21.5,75.5,Bhagwanpura Tahsil,Madhya Pradesh,IN
21.5,72.75,Hansot Taluka,Gujarat,IN
21.5,76.5,Nepanagar Tahsil,Madhya Pradesh,IN
21.25,84.25,Rairakhol,Odisha,IN
21.25,86.5,Khaira,Odisha,IN
21.25,83.5,Barapali,Odisha,IN
21.25,86.75,Soro,Odisha,IN
21.25,84.0,Dhama,Odisha,IN
21.25,83.25,Sohela,Odisha,IN
21.5,77.5,Bhainsdehi Tahsil,Madhya Pradesh,IN
21.25,85.5,Telkoi,Odisha,IN
21.5,70.75,Bhesan Taluka,Gujarat,IN
21.25,84.5,Naktideul,Odisha,IN
21.5,71.75,Palitana Taluka,Gujarat,IN
21.5,69.75,Porbandar Taluka,Gujarat,IN
21.5,70.0,Manavadar Taluka,Gujarat,IN
21.25,83.75,Bheden,Odisha,IN
21.25,86.25,Soso,Odisha,IN
21.5,71.0,Amreli Taluka,Gujarat,IN
21.5,73.25,Valia Taluka,Gujarat,IN
21.25,84.75,Naktideul,Odisha,IN
21.25,86.0,Ghasipura,Odisha,IN
21.25,85.75,Harichandanpur,Odisha,IN
21.5,73.0,Mangrol Taluka,Gujarat,IN
21.5,72.0,Sihor Taluka,Gujarat,IN
21.25,85.25,Khamar,Odisha,IN
21.5,78.5,Narkhed,Maharashtra,IN
21.5,74.0,Nizar Taluka,Gujarat,IN
21.5,75.25,Varla,Madhya Pradesh,IN
21.5,75.0,Shirpur,Maharashtra,IN
21.5,74.75,Shahade,Maharashtra,IN
21.5,74.25,Nizar Taluka,Gujarat,IN
21.5,76.75,Khaknar Tahsil,Madhya Pradesh,IN
21.5,75.75,Jhiranya Tahsil,Madhya Pradesh,IN
21.5,76.0,Nepanagar Tahsil,Madhya Pradesh,IN
21.5,77.0,Dharni,Maharashtra,IN
21.5,77.75,Bhainsdehi Tahsil,Madhya Pradesh,IN
21.5,76.25,Nepanagar Tahsil,Madhya Pradesh,IN
21.5,77.25,Chikhaldara,Maharashtra,IN
21.5,78.0,Multai Tahsil,Madhya Pradesh,IN
21.5,79.5,Tumsar Taluka,Maharashtra,IN
21.5,78.25,Warud,Maharashtra,IN
21.5,79.0,Parseoni,Maharashtra,IN
21.5,78.75,Sausar Tahsil,Madhya Pradesh,IN
21.5,80.5,Lanji Tahsil,Madhya Pradesh,IN
21.5,79.25,Ramtek Taluka,Maharashtra,IN
21.5,81.5,Berla Tahsil,Chhattisgarh,IN
21.5,84.5,Reamal,Odisha,IN
21.5,83.5,Bhatli,Odisha,IN
21.5,82.5,Kasdol Tahsil,Chhattisgarh,IN
21.5,85.5,Kanjipani,Odisha,IN
21.5,86.5,Kaptipada,Odisha,IN
21.5,79.75,Tumsar Taluka,Maharashtra,IN
21.5,80.0,Tiroda Taluka,Maharashtra,IN
21.5,83.25,Baramkela Tahsil,Chhattisgarh,IN
21.5,84.25,Jamankira,Odisha,IN
21.5,84.0,Ainthapali,Odisha,IN
21.5,82.0,Palari Tahsil,Chhattisgarh,IN
21.5,86.25,Mahuldiha,Odisha,IN
21.5,82.75,Pithora Tahsil,Chhattisgarh,IN
21.5,83.75,Attabira,Odisha,IN
21.5,81.25,Dhamdha Tahsil,Chhattisgarh,IN
21.5,82.25,Palari Tahsil,Chhattisgarh,IN
21.5,86.0,Ghatgaon,Odisha,IN
21.5,85.75,Ghatgaon,Odisha,IN
21.5,85.25,Palalahada,Odisha,IN
21.5,80.25,Gondiya Taluka,Maharashtra,IN
21.5,81.75,Tilda Tahsil,Chhattisgarh,IN
21.5,86.75,Nilagiri,Odisha,IN
21.5,83.0,Sarangarh Tahsil,Chhattisgarh,IN
21.5,80.75,Chhuikhadan Tahsil,Chhattisgarh,IN
21.5,81.0,Khairagarh Tahsil,Chhattisgarh,IN
21.5,85.0,Barkot,Odisha,IN
21.75,69.5,Porbandar,Gujarat,IN
21.5,87.0,Baleshwar Sadar,Odisha,IN
21.5,84.75,Debagarh,Odisha,IN
21.75,69.25,India,,IN
21.75,69.75,Ranavav Taluka,Gujarat,IN
21.75,70.5,Dhoraji Taluka,Gujarat,IN
21.75,70.25,Upleta Taluka,Gujarat,IN
21.75,70.0,Kutiyana Taluka,Gujarat,IN
21.75,71.25,Babra Taluka,Gujarat,IN
21.75,70.75,Jetpur Taluka,Gujarat,IN
21.75,71.0,Gondal Taluka,Gujarat,IN
21.75,72.75,Vagra Taluka,Gujarat,IN
21.75,72.0,Bhavnagar,Gujarat,IN
21.75,72.5,Bharūch,Gujarat,IN
21.75,71.75,Sihor Taluka,Gujarat,IN
21.75,71.5,Lathi Taluka,Gujarat,IN
21.75,72.25,Bhavnagar,Gujarat,IN
21.75,73.0,Bharuch Taluka,Gujarat,IN
21.75,74.0,Akkalkuwa,Maharashtra,IN
21.75,73.25,Jhagadiya Taluka,Gujarat,IN
21.75,73.75,Dediapada Taluka,Gujarat,IN
21.75,73.5,Nandod Taluka,Gujarat,IN
21.75,74.25,Akrani,Maharashtra,IN
21.75,75.0,Barwani Tahsil,Madhya Pradesh,IN
21.75,75.75,Bhagwanpura Tahsil,Madhya Pradesh,IN
21.75,74.75,Pansemal Tahsil,Madhya Pradesh,IN
21.75,75.25,Sendhwa Tahsil,Madhya Pradesh,IN
21.75,74.5,Shahade,Maharashtra,IN
21.75,75.5,Khargone,Madhya Pradesh,IN
21.75,76.0,Jhiranya Tahsil,Madhya Pradesh,IN
21.75,76.25,Pandhana Tahsil,Madhya Pradesh,IN
21.75,76.75,Khalwa Tahsil,Madhya Pradesh,IN
21.75,77.0,Khalwa Tahsil,Madhya Pradesh,IN
21.75,76.5,Khandwa Tahsil,Madhya Pradesh,IN
21.75,78.5,Pandhurna Tahsil,Madhya Pradesh,IN
21.75,77.5,Bhainsdehi Tahsil,Madhya Pradesh,IN
21.75,77.25,Bhainsdehi Tahsil,Madhya Pradesh,IN
21.75,79.75,Katangi Tahsil,Madhya Pradesh,IN
21.75,78.25,Multai Tahsil,Madhya Pradesh,IN
21.75,79.0,Bichhua Tahsil,Madhya Pradesh,IN
21.75,80.0,Waraseoni Tahsil,Madhya Pradesh,IN
21.75,80.5,Baihar Tahsil,Madhya Pradesh,IN
21.75,81.0,Sahaspur Lohara Tahsil,Chhattisgarh,IN
21.75,81.75,Simga Tahsil,Chhattisgarh,IN
21.75,80.25,Balagat Tahsil,Madhya Pradesh,IN
21.75,77.75,Bhainsdehi Tahsil,Madhya Pradesh,IN
21.75,81.25,Sahaspur Lohara Tahsil,Chhattisgarh,IN
21.75,78.75,Sausar Tahsil,Madhya Pradesh,IN
21.75,81.5,Bemetara Tahsil,Chhattisgarh,IN
21.75,80.75,Chhuikhadan Tahsil,Chhattisgarh,IN
21.75,78.0,Betul Tahsil,Madhya Pradesh,IN
21.75,79.5,Kurai Tahsil,Madhya Pradesh,IN
21.75,79.25,Kurai Tahsil,Madhya Pradesh,IN
21.75,82.0,Bhatapara Tahsil,Chhattisgarh,IN
21.75,82.25,Baloda Bazar Tahsil,Chhattisgarh,IN
21.75,82.75,Champa Tahsil,Chhattisgarh,IN
21.75,83.0,Malkharoda Tahsil,Chhattisgarh,IN
21.75,82.5,Pamgarh Tahsil,Chhattisgarh,IN
21.75,83.25,Dabhra Tahsil,Chhattisgarh,IN
21.75,83.5,Rengali,Odisha,IN
21.75,84.0,Thelkoloi,Odisha,IN
21.75,83.75,Lakhanpur,Odisha,IN
21.75,84.75,Tikaetpali,Odisha,IN
21.75,84.25,Katarbaga,Odisha,IN
21.75,84.5,Mahulpalli,Odisha,IN
21.75,85.25,Nayakote,Odisha,IN
21.75,85.5,Kendujhar Sadar,Odisha,IN
21.75,85.0,Lahunipara,Odisha,IN
21.75,85.75,Turumunga,Odisha,IN
21.75,86.25,Karanjia,Odisha,IN
21.75,86.0,Karanjia,Odisha,IN
21.75,86.5,Baripada Sadar,Odisha,IN
21.75,87.75,Contai-I,West Bengal,IN
21.75,88.25,Namkhana,West Bengal,IN
21.75,86.75,Barsahi,Odisha,IN
21.75,87.25,Jaleswar,Odisha,IN
21.75,87.5,Egra-I,West Bengal,IN
21.75,87.0,Baisinga,Odisha,IN
21.75,88.0,India,,IN
21.75,88.5,Mouchar Island,,IN
21.75,89.0,Chandkhali Island,West Bengal,IN
21.75,88.75,South 24 Parganas,West Bengal,IN
22.0,69.25,Kalyanpur Taluka,Gujarat,IN
22.0,69.5,Kalyanpur Taluka,Gujarat,IN
22.0,69.75,Bhanvad Taluka,Gujarat,IN
22.0,70.5,Jam Kandoma Taluka,Gujarat,IN
22.0,70.75,Gondal,Gujarat,IN
22.0,70.0,Jamjodhpur Taluka,Gujarat,IN
22.0,70.25,Jamjodhpur Taluka,Gujarat,IN
22.0,71.0,Gondal Taluka,Gujarat,IN
22.0,73.5,Dabhoi Taluka,Gujarat,IN
